Skyrim.esm | Aia Arria | AiaArria | ImperialRace "Imperial" [RACE:00013744] | 0001325C
HearthFires.esm | Rayya | BYOHHousecarlFalkreath | RedguardRace "Redguard" [RACE:00013748] | 01005215
HearthFires.esm | Svari | Svari | NordRaceChild "Nord" [RACE:0002C65B] | 000132A9
HearthFires.esm | Sonir | BYOHHouse2Bard | NordRace "Nord" [RACE:00013746] | 01019630
HearthFires.esm | Oriella | BYOHHouse3Bard | NordRace "Nord" [RACE:00013746] | 01019631
Dragonborn.esm | Ildari Sarothril | DLC2Ildari | DarkElfRace "Dark Elf" [RACE:00013742] | 0201773B
Dragonborn.esm | Elynea Mothren | DLC2Elynea | DarkElfRace "Dark Elf" [RACE:00013742] | 02017778
Dragonborn.esm | Varona Nelas | DLC2Varona | DarkElfRace "Dark Elf" [RACE:00013742] | 0201777C
Dragonborn.esm | Frea | DLC2Frea | NordRace "Nord" [RACE:00013746] | 02017934
Dragonborn.esm | Aphia Velothi | DLC2RRAphiaVelothi | DarkElfRace "Dark Elf" [RACE:00013742] | 0201827C
Dragonborn.esm | Cindiri Arano | DLC2RRCindiriArano | DarkElfRace "Dark Elf" [RACE:00013742] | 02018282
Dragonborn.esm | Tilisu Severin | DLC2RRTilisuSeverin | DarkElfRace "Dark Elf" [RACE:00013742] | 02018286
Dragonborn.esm | Mirri Severin | DLC2RRMirriSeverin | DarkElfRace "Dark Elf" [RACE:00013742] | 02018288
Dragonborn.esm | Dreyla Alor | DLC2RRDreylaAlor | DarkElfRace "Dark Elf" [RACE:00013742] | 02018294
Dragonborn.esm | Milore Ienth | DLC2RRMiloreIenth | DarkElfRace "Dark Elf" [RACE:00013742] | 020182A1
Dragonborn.esm | Dravynea the Stoneweaver | DravyneaDUPLICATE001 | DarkElfRace "Dark Elf" [RACE:00013742] | 02018447
Dragonborn.esm | Bralsa Drel | DLC2RRBralsaDrel | DarkElfRace "Dark Elf" [RACE:00013742] | 02018F15
Dragonborn.esm | Finna | DLC2SVFinna | NordRace "Nord" [RACE:00013746] | 02018F9C
Dragonborn.esm | Morwen | DLC2SVMorwen | NordRace "Nord" [RACE:00013746] | 02018FA9
Dragonborn.esm | Yrsa | DLC2SVYrsa | NordRace "Nord" [RACE:00013746] | 02018FB9
Dragonborn.esm | Edla | DLC2SVEdla | NordRace "Nord" [RACE:00013746] | 02018FBD
Dragonborn.esm | Fanari Strong-Voice | DLC2SVFanariStrongVoice | NordRace "Nord" [RACE:00013746] | 02018FC5
Dragonborn.esm | Aeta | DLC2SVAeta | NordRaceChild "Nord" [RACE:0002C65B] | 02018FCA
Dragonborn.esm | Bujold the Intrepid | DLC2Bujold | NordRace "Nord" [RACE:00013746] | 0201A511
Dragonborn.esm | Hilund | DLC2Hilund | NordRace "Nord" [RACE:00013746] | 0201A515
Dragonborn.esm | Merilar Rendas | DLC2MerilarRendas | DarkElfRace "Dark Elf" [RACE:00013742] | 0201CAA8
Dragonborn.esm |  | DLC2EncBandit01MagicDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E806
Dragonborn.esm |  | DLC2EncBandit01MagicDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E809
Dragonborn.esm |  | DLC2EncBandit01MagicDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E80C
Dragonborn.esm |  | DLC2EncBandit01Melee1HDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E80E
Dragonborn.esm |  | DLC2EncBandit01Melee1HDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E811
Dragonborn.esm |  | DLC2EncBandit01Melee1HDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E813
Dragonborn.esm |  | DLC2EncBandit01MissileDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E816
Dragonborn.esm |  | DLC2EncBandit01MissileDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E819
Dragonborn.esm |  | DLC2EncBandit01MissileDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E81B
Dragonborn.esm |  | DLC2EncBandit02MagicDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E821
Dragonborn.esm |  | DLC2EncBandit02MagicDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E823
Dragonborn.esm |  | DLC2EncBandit02MagicDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E825
Dragonborn.esm |  | DLC2EncBandit02Melee1HDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E827
Dragonborn.esm |  | DLC2EncBandit02Melee1HDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E829
Dragonborn.esm |  | DLC2EncBandit02Melee1HDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E82C
Dragonborn.esm |  | DLC2EncBandit02MissileDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E82E
Dragonborn.esm |  | DLC2EncBandit02MissileDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E82F
Dragonborn.esm |  | DLC2EncBandit03MagicDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E83F
Dragonborn.esm |  | DLC2EncBandit03MagicDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E841
Dragonborn.esm |  | DLC2EncBandit03MagicDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E843
Dragonborn.esm |  | DLC2EncBandit03Melee1HDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E845
Dragonborn.esm |  | DLC2EncBandit03Melee1HDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E847
Dragonborn.esm |  | DLC2EncBandit03Melee1HDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E84A
Dragonborn.esm |  | DLC2EncBandit03MissileDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E84C
Dragonborn.esm |  | DLC2EncBandit03MissileDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E84E
Dragonborn.esm |  | DLC2EncBandit03MissileDarkELf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E852
Dragonborn.esm |  | DLC2EncBandit04MagicDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E854
Dragonborn.esm |  | DLC2EncBandit04MagicDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E856
Dragonborn.esm |  | DLC2EncBandit04Melee1HDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E85A
Dragonborn.esm |  | DLC2EncBandit04Melee1HDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E85C
Dragonborn.esm |  | DLC2EncBandit04Melee1HDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E85F
Dragonborn.esm |  | DLC2EncBandit04MissileDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E861
Dragonborn.esm |  | DLC2EncBandit04MissileDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E863
Dragonborn.esm |  | DLC2EncBandit05MagicDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E867
Dragonborn.esm |  | DLC2EncBandit05MagicDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E869
Dragonborn.esm |  | DLC2EncBandit05MagicDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E86B
Dragonborn.esm |  | DLC2EncBandit05Melee1HDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E86D
Dragonborn.esm |  | DLC2EncBandit05Melee1HDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E86F
Dragonborn.esm |  | DLC2EncBandit05Melee1HDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E872
Dragonborn.esm |  | DLC2EncBandit04MissileDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E874
Dragonborn.esm |  | DLC2EncBandit05MissileDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E876
Dragonborn.esm |  | DLC2EncBandit02MissileDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E878
Dragonborn.esm |  | DLC2EncBandit05MissileDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E87B
Dragonborn.esm |  | DLC2EncBandit05MissileDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E87F
Dragonborn.esm |  | DLC2EncBandit06MagicDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E882
Dragonborn.esm |  | DLC2EncBandit06MagicDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E884
Dragonborn.esm |  | DLC2EncBandit06MagicDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E886
Dragonborn.esm |  | DLC2EncBandit06Melee1HDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E888
Dragonborn.esm |  | DLC2EncBandit06Melee1HDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E88A
Dragonborn.esm |  | DLC2EncBandit06Melee1HDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E88D
Dragonborn.esm |  | DLC2EncBandit06MissileDarkElf01F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E88F
Dragonborn.esm |  | DLC2EncBandit06MissileDarkElf02F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E891
Dragonborn.esm |  | DLC2EncBandit06MissileDarkElf03F | DarkElfRace "Dark Elf" [RACE:00013742] | 0201E894
Dragonborn.esm |  | DLC2EncHunterNordF1 | NordRace "Nord" [RACE:00013746] | 0201F978
Dragonborn.esm |  | DLC2EncHunterNordF2 | NordRace "Nord" [RACE:00013746] | 0201F97A
Dragonborn.esm | Hjordis | DLC2dunFrostmoonHjordis | NordRace "Nord" [RACE:00013746] | 0201F9C4
Dragonborn.esm | Rakel | DLC2dunFrostmoonRakel | NordRace "Nord" [RACE:00013746] | 0201F9C5
Dragonborn.esm | Pirate | DLC2dunHaknirShoal_LvlBanditMissileFemaleDarkElfCommoner | DarkElfRace "Dark Elf" [RACE:00013742] | 0202400B
Dragonborn.esm | Mireli | DLC2dunKolbjornMiner_Mireli | DarkElfRace "Dark Elf" [RACE:00013742] | 020277EF
Dragonborn.esm | Miner | DLC2dunKolbjornMiner_DarkElfF01 | DarkElfRace "Dark Elf" [RACE:00013742] | 020277F8
Dragonborn.esm | Miner | DLC2dunKolbjornMiner_DarkElfF02 | DarkElfRace "Dark Elf" [RACE:00013742] | 020277F9
Dragonborn.esm | Miner | DLC2dunKolbjornMiner_DarkElfF03 | DarkElfRace "Dark Elf" [RACE:00013742] | 020277FD
Dragonborn.esm | Miner | DLC2dunKolbjornMiner_DarkElfF04 | DarkElfRace "Dark Elf" [RACE:00013742] | 020277FE
Dragonborn.esm | Liesl | DLC2WaterStoneSailor3 | NordRace "Nord" [RACE:00013746] | 0202782B
Dragonborn.esm | Niyya | DLC2Niyya | RedguardRace "Redguard" [RACE:00013748] | 02027E42
Dragonborn.esm |  | DLC2TempleWorkerBandit01 | DarkElfRace "Dark Elf" [RACE:00013742] | 02031647
Dragonborn.esm |  | DLC2TempleWorkerBandit03 | NordRace "Nord" [RACE:00013746] | 02031660
Dragonborn.esm | Reaver | DLC2dunHaknirShoal_LvlBanditMissileWoodElfF | WoodElfRace "Wood Elf" [RACE:00013749] | 02032600
Dragonborn.esm |  | DLC2EncCultist03DarkElfF | DarkElfRace "Dark Elf" [RACE:00013742] | 02034FBA
Dragonborn.esm |  | DLC2EncCultist04DarkElfF | DarkElfRace "Dark Elf" [RACE:00013742] | 02034FBD
Dragonborn.esm |  | DLC2EncCultist05DarkElfF | DarkElfRace "Dark Elf" [RACE:00013742] | 02034FC0
Dragonborn.esm |  | DLC2EncCultist06DarkElfF | DarkElfRace "Dark Elf" [RACE:00013742] | 02034FC3
Dragonborn.esm |  | DLC2EncCultist07DarkElfF | DarkElfRace "Dark Elf" [RACE:00013742] | 02034FC6
Dragonborn.esm |  | DLC2EncCultist04DarkElfFSummoner | DarkElfRace "Dark Elf" [RACE:00013742] | 02034FC9
Dragonborn.esm |  | DLC2EncCultist05DarkElfFSummoner | DarkElfRace "Dark Elf" [RACE:00013742] | 02034FD0
Dragonborn.esm |  | DLC2EncCultist06DarkElfFSummoner | DarkElfRace "Dark Elf" [RACE:00013742] | 02035651
Dragonborn.esm |  | DLC2EncCultist07DarkElfFSummoner | DarkElfRace "Dark Elf" [RACE:00013742] | 02035654
Dragonborn.esm |  | DLC2EncCultist03DarkElfFSummoner | DarkElfRace "Dark Elf" [RACE:00013742] | 020365F4
Dragonborn.esm | Sacrifice | DLC2dunAltarOfThrondTreasCorpse | BretonRace "Breton" [RACE:00013741] | 020367B1
Dragonborn.esm |  | DLC2KagrumezLvlBanditWizard_FemaleDarkElf | DarkElfRace "Dark Elf" [RACE:00013742] | 020374D2
Dragonborn.esm | Treasure Hunter | DLC2dunHakinrsShoal_TreasureHunter01 | DarkElfRace "Dark Elf" [RACE:00013742] | 020377DB
Dragonborn.esm | Haknir's Crew | DLC2dunHaknir_LvlBanditGhostMelee1HFemale | NordRace "Nord" [RACE:00013746] | 02037FF4
Dragonborn.esm | Haknir's Crew | DLC2dunHaknir_LvlBanditGhostMelee2HFemale | NordRace "Nord" [RACE:00013746] | 02037FF6
Dragonborn.esm | Haknir's Crew | DLC2dunHaknir_LvlBanditGhostMeleeBerserkerFemale | NordRace "Nord" [RACE:00013746] | 02037FF8
Dragonborn.esm | Haknir's Crew | DLC2dunHaknir_LvlBanditGhostMeleeMissileFemale | NordRace "Nord" [RACE:00013746] | 02037FFB
Dragonborn.esm | Haknir's Crew | DLC2dunHaknir_LvlBanditGhostWizardFemale | NordRace "Nord" [RACE:00013746] | 02037FFD
Dragonborn.esm | Haknir's Crew | DLC2dunHaknir_LvlBanditGhostMeleeTankFemale | NordRace "Nord" [RACE:00013746] | 02037FFF
Dragonborn.esm | Haknir's Crew | DLC2dunHaknir_LvlBanditGhostMelee1HFemale_Weak | NordRace "Nord" [RACE:00013746] | 02038001
Dragonborn.esm | Haknir's Crew | DLC2dunHaknir_LvlBanditGhostMelee2HFemale_Weak | NordRace "Nord" [RACE:00013746] | 02038003
Dragonborn.esm | Haknir's Crew | DLC2dunHaknir_LvlBanditGhostMeleeBerserkerFemale_Weak | NordRace "Nord" [RACE:00013746] | 02038005
Dragonborn.esm | Haknir's Crew | DLC2dunHaknir_LvlBanditGhostMeleeMissileFemale_Weak | NordRace "Nord" [RACE:00013746] | 02038007
Dragonborn.esm | Haknir's Crew | DLC2dunHaknir_LvlBanditGhostMeleeTankFemale_Weak | NordRace "Nord" [RACE:00013746] | 02038009
Dragonborn.esm | Haknir's Crew | DLC2dunHaknir_LvlBanditGhostWizardFemale_Weak | NordRace "Nord" [RACE:00013746] | 0203800B
Dragonborn.esm | Herkja | DLC2Herkja | NordRace "Nord" [RACE:00013746] | 0203896D
Dragonborn.esm | Pirate | DLC2WE13dunHaknirShoal_LvlBanditMissileFemaleDarkElfCommoner | DarkElfRace "Dark Elf" [RACE:00013742] | 02039722
Dragonborn.esm |  | DLC2TreasCorpseBanditMagicDarkElfFemale01 | DarkElfRace "Dark Elf" [RACE:00013742] | 02039D32
Dragonborn.esm |  | DLC2TreasCorpseBanditMelee1HDarkElfFemale01 | DarkElfRace "Dark Elf" [RACE:00013742] | 02039D35
Dragonborn.esm |  | DLC2TreasCorpseBanditMissileDarkElfFemale01 | DarkElfRace "Dark Elf" [RACE:00013742] | 02039D37
Dragonborn.esm |  | DLC2TreasCorpseBanditMagicDarkElfFemale02 | DarkElfRace "Dark Elf" [RACE:00013742] | 02039D38
Dragonborn.esm |  | DLC2TreasCorpseBanditMagicDarkElfFemale03 | DarkElfRace "Dark Elf" [RACE:00013742] | 02039D39
Dragonborn.esm |  | DLC2TreasCorpseBanditMelee1HDarkElfFemale02 | DarkElfRace "Dark Elf" [RACE:00013742] | 02039D3D
Dragonborn.esm |  | DLC2TreasCorpseBanditMelee1HDarkElfFemale03 | DarkElfRace "Dark Elf" [RACE:00013742] | 02039D3E
Dragonborn.esm |  | DLC2TreasCorpseBanditMissileDarkElfFemale02 | DarkElfRace "Dark Elf" [RACE:00013742] | 02039D42
Dragonborn.esm |  | DLC2TreasCorpseBanditMissileDarkElfFemale03 | DarkElfRace "Dark Elf" [RACE:00013742] | 02039D43
Dragonborn.esm | Do Not Delete Me - needed for export to work | DLC2DummyFreaVoiceTypeNPC | NordRace "Nord" [RACE:00013746] | 0203A47F
Dragonborn.esm | Eydis | DLC2dunFahlbtharzExplorerCorpse02 | NordRace "Nord" [RACE:00013746] | 0203B540
Dragonborn.esm |  | DLC2PillarWorkerBandit02 | NordRace "Nord" [RACE:00013746] | 0203CA27
Dragonborn.esm | Dravynea the Stoneweaver | Dravynea | DarkElfRace "Dark Elf" [RACE:00013742] | 0001365F
